10 0.001000 0.813542 -1621.167750 -1308.767589 -1308.767589
20 0.002000 0.813392 -1621.110000 -1308.767589 -1308.767589
30 0.003000 0.813141 -1621.013755 -1308.767589 -1308.767589
40 0.004000 0.812790 -1620.878966 -1308.767589 -1308.767589
50 0.005000 0.812338 -1620.705536 -1308.767589 -1308.767589
60 0.006000 0.811786 -1620.493324 -1308.767590 -1308.767590
70 0.007000 0.811132 -1620.242141 -1308.767590 -1308.767590
80 0.008000 0.810375 -1619.951755 -1308.767590 -1308.767590
90 0.009000 0.809516 -1619.621888 -1308.767590 -1308.767590
100 0.010000 0.808554 -1619.252221 -1308.767591 -1308.767591
110 0.011000 0.807486 -1618.842389 -1308.767591 -1308.767591
120 0.012000 0.806314 -1618.391988 -1308.767591 -1308.767591
130 0.013000 0.805034 -1617.900571 -1308.767592 -1308.767592
140 0.014000 0.803646 -1617.367653 -1308.767592 -1308.767592
150 0.015000 0.802149 -1616.792707 -1308.767593 -1308.767593
160 0.016000 0.800541 -1616.175172 -1308.767593 -1308.767593
170 0.017000 0.798820 -1615.514449 -1308.767594 -1308.767594
180 0.018000 0.796985 -1614.809904 -1308.767595 -1308.767595
190 0.019000 0.795035 -1614.060870 -1308.767595 -1308.767595
200 0.020000 0.792966 -1613.266649 -1308.767596 -1308.767596
210 0.021000 0.790778 -1612.426513 -1308.767597 -1308.767597
220 0.022000 0.788469 -1611.539708 -1308.767597 -1308.767597
230 0.023000 0.786036 -1610.605454 -1308.767598 -1308.767598
240 0.024000 0.783477 -1609.622948 -1308.767599 -1308.767599
250 0.025000 0.780791 -1608.591370 -1308.767600 -1308.767600
260 0.026000 0.777975 -1607.509880 -1308.767600 -1308.767600
270 0.027000 0.775026 -1606.377630 -1308.767601 -1308.767601
280 0.028000 0.771943 -1605.193757 -1308.767602 -1308.767602
290 0.029000 0.768724 -1603.957499 -1308.767603 -1308.767603
300 0.030000 0.765366 -1602.668116 -1308.767604 -1308.767604
310 0.031000 0.761867 -1601.324515 -1308.767605 -1308.767605
320 0.032000 0.758225 -1599.925842 -1308.767606 -1308.767606
330 0.033000 0.754437 -1598.471259 -1308.767606 -1308.767606
340 0.034000 0.750501 -1596.959951 -1308.767607 -1308.767607
350 0.035000 0.746416 -1595.391223 -1308.767609 -1308.767609
360 0.036000 0.742179 -1593.764360 -1308.767608 -1308.767608
370 0.037000 0.737789 -1592.078694 -1308.767611 -1308.767611
380 0.038000 0.733245 -1590.333779 -1308.767600 -1308.767600
390 0.039000 0.728545 -1588.528787 -1308.767596 -1308.767596
400 0.040000 0.723686 -1586.663197 -1308.767594 -1308.767594
410 0.041000 0.718669 -1584.736391 -1308.767593 -1308.767593
420 0.042000 0.713491 -1582.748261 -1308.767601 -1308.767601
430 0.043000 0.708154 -1580.698664 -1308.767617 -1308.767617
440 0.044000 0.702656 -1578.587718 -1308.767626 -1308.767626
450 0.045000 0.696999 -1576.415230 -1308.767617 -1308.767617
460 0.046000 0.691181 -1574.181023 -1308.767612 -1308.767612
470 0.047000 0.685204 -1571.885771 -1308.767594 -1308.767594
480 0.048000 0.679068 -1569.529822 -1308.767588 -1308.767588
490 0.049000 0.672776 -1567.113584 -1308.767597 -1308.767597
500 0.050000 0.666329 -1564.637797 -1308.767602 -1308.767602
510 0.051000 0.659728 -1562.103339 -1308.767609 -1308.767609
520 0.052000 0.652978 -1559.511271 -1308.767612 -1308.767612
530 0.053000 0.646081 -1556.862894 -1308.767613 -1308.767613
540 0.054000 0.639043 -1554.159952 -1308.767618 -1308.767618
550 0.055000 0.631866 -1551.404100 -1308.767615 -1308.767615
560 0.056000 0.624557 -1548.597677 -1308.767620 -1308.767620
570 0.057000 0.617123 -1545.742704 -1308.767617 -1308.767617
580 0.058000 0.609567 -1542.841531 -1308.767621 -1308.767621
590 0.059000 0.601899 -1539.896777 -1308.767620 -1308.767620
600 0.060000 0.594126 -1536.911971 -1308.767633 -1308.767633
610 0.061000 0.586257 -1533.890155 -1308.767622 -1308.767622
620 0.062000 0.578301 -1530.835374 -1308.767622 -1308.767622
630 0.063000 0.570270 -1527.751150 -1308.767592 -1308.767592
640 0.064000 0.562172 -1524.641682 -1308.767579 -1308.767579
650 0.065000 0.554020 -1521.511347 -1308.767574 -1308.767574
660 0.066000 0.545825 -1518.364537 -1308.767566 -1308.767566
670 0.067000 0.537599 -1515.205658 -1308.767560 -1308.767560
680 0.068000 0.529354 -1512.039434 -1308.767556 -1308.767556
690 0.069000 0.521104 -1508.871347 -1308.767545 -1308.767545
700 0.070000 0.512862 -1505.706730 -1308.767546 -1308.767546
710 0.071000 0.504643 -1502.550601 -1308.767549 -1308.767549
720 0.072000 0.496461 -1499.408536 -1308.767544 -1308.767544
730 0.073000 0.488330 -1496.286141 -1308.767535 -1308.767535
740 0.074000 0.480264 -1493.188822 -1308.767539 -1308.767539
750 0.075000 0.472278 -1490.122175 -1308.767537 -1308.767537
760 0.076000 0.464385 -1487.091516 -1308.767531 -1308.767531
770 0.077000 0.456601 -1484.102298 -1308.767522 -1308.767522
780 0.078000 0.448938 -1481.159854 -1308.767513 -1308.767513
790 0.079000 0.441411 -1478.269309 -1308.767512 -1308.767512
800 0.080000 0.434031 -1475.435571 -1308.767514 -1308.767514
810 0.081000 0.426813 -1472.663596 -1308.767516 -1308.767516
820 0.082000 0.419767 -1469.958069 -1308.767512 -1308.767512
830 0.083000 0.412907 -1467.323724 -1308.767506 -1308.767506
840 0.084000 0.406243 -1464.764808 -1308.767502 -1308.767502
850 0.085000 0.399786 -1462.285372 -1308.767500 -1308.767500
860 0.086000 0.393546 -1459.889141 -1308.767496 -1308.767496
870 0.087000 0.387531 -1457.579541 -1308.767496 -1308.767496
880 0.088000 0.381750 -1455.359587 -1308.767494 -1308.767494
890 0.089000 0.376210 -1453.231948 -1308.767488 -1308.767488
900 0.090000 0.370915 -1451.199024 -1308.767489 -1308.767489
910 0.091000 0.365874 -1449.263171 -1308.767492 -1308.767492
920 0.092000 0.361090 -1447.426234 -1308.767492 -1308.767492
930 0.093000 0.356568 -1445.689533 -1308.767502 -1308.767502
940 0.094000 0.352309 -1444.054009 -1308.767497 -1308.767497
950 0.095000 0.348314 -1442.520181 -1308.767497 -1308.767497
960 0.096000 0.344586 -1441.088503 -1308.767500 -1308.767500
970 0.097000 0.341123 -1439.758890 -1308.767501 -1308.767501
980 0.098000 0.337926 -1438.530948 -1308.767502 -1308.767502
990 0.099000 0.334991 -1437.403919 -1308.767501 -1308.767501
1000 0.100000 0.332316 -1436.376943 -1308.767499 -1308.767499
1010 0.101000 0.329899 -1435.448557 -1308.767501 -1308.767501
1020 0.102000 0.327733 -1434.617064 -1308.767501 -1308.767501
1030 0.103000 0.325816 -1433.880672 -1308.767501 -1308.767501
1040 0.104000 0.324140 -1433.237173 -1308.767504 -1308.767504
1050 0.105000 0.322700 -1432.684138 -1308.767504 -1308.767504
1060 0.106000 0.321489 -1432.219213 -1308.767503 -1308.767503
1070 0.107000 0.320500 -1431.839320 -1308.767504 -1308.767504
1080 0.108000 0.319724 -1431.541454 -1308.767503 -1308.767503
1090 0.109000 0.319154 -1431.322509 -1308.767508 -1308.767508
1100 0.110000 0.318781 -1431.179237 -1308.767512 -1308.767512
1110 0.111000 0.318596 -1431.108197 -1308.767515 -1308.767515
1120 0.112000 0.318590 -1431.105963 -1308.767511 -1308.767511
1130 0.113000 0.318753 -1431.168830 -1308.767513 -1308.767513
1140 0.114000 0.319077 -1431.293178 -1308.767516 -1308.767516
1150 0.115000 0.319552 -1431.475431 -1308.767518 -1308.767518
1160 0.116000 0.320168 -1431.711907 -1308.767516 -1308.767516
1170 0.117000 0.320915 -1431.998947 -1308.767513 -1308.767513
1180 0.118000 0.321785 -1432.332862 -1308.767521 -1308.767521
1190 0.119000 0.322767 -1432.709894 -1308.767526 -1308.767526
1200 0.120000 0.323852 -1433.126644 -1308.767523 -1308.767523
1210 0.121000 0.325031 -1433.579486 -1308.767525 -1308.767525
1220 0.122000 0.326295 -1434.064970 -1308.767525 -1308.767525
1230 0.123000 0.327636 -1434.579651 -1308.767529 -1308.767529
1240 0.124000 0.329044 -1435.120265 -1308.767530 -1308.767530
1250 0.125000 0.330510 -1435.683504 -1308.767532 -1308.767532
1260 0.126000 0.332028 -1436.266356 -1308.767534 -1308.767534
1270 0.127000 0.333589 -1436.865766 -1308.767533 -1308.767533
1280 0.128000 0.335186 -1437.478977 -1308.767538 -1308.767538
1290 0.129000 0.336812 -1438.103320 -1308.767543 -1308.767543
1300 0.130000 0.338460 -1438.736175 -1308.767546 -1308.767546
1310 0.131000 0.340123 -1439.374966 -1308.767545 -1308.767545
1320 0.132000 0.341796 -1440.017274 -1308.767544 -1308.767544
1330 0.133000 0.343473 -1440.660992 -1308.767548 -1308.767548
1340 0.134000 0.345147 -1441.304114 -1308.767555 -1308.767555
1350 0.135000 0.346815 -1441.944614 -1308.767559 -1308.767559
1360 0.136000 0.348471 -1442.580572 -1308.767554 -1308.767554
1370 0.137000 0.350111 -1443.210362 -1308.767553 -1308.767553
1380 0.138000 0.351731 -1443.832190 -1308.767553 -1308.767553
1390 0.139000 0.353326 -1444.444588 -1308.767552 -1308.767552
1400 0.140000 0.354893 -1445.046303 -1308.767550 -1308.767550
1410 0.141000 0.356428 -1445.636034 -1308.767550 -1308.767550
