10 0.500000 0.061772 -1600.858594 -1577.138257 -1577.138257
20 1.000000 0.059143 -1599.878002 -1577.167063 -1577.167063
30 1.500000 0.059476 -1599.998572 -1577.159947 -1577.159947
40 2.000000 0.057334 -1599.166152 -1577.150081 -1577.150081
50 2.500000 0.057888 -1599.350454 -1577.121382 -1577.121382
60 3.000000 0.061749 -1600.934640 -1577.223124 -1577.223124
70 3.500000 0.060701 -1600.445911 -1577.136694 -1577.136694
80 4.000000 0.060489 -1600.385538 -1577.157900 -1577.157900
90 4.500000 0.059013 -1599.756122 -1577.095180 -1577.095180
100 5.000000 0.057589 -1599.262157 -1577.148033 -1577.148033
110 5.500000 0.057817 -1599.340600 -1577.139026 -1577.139026
120 6.000000 0.057794 -1599.386953 -1577.194061 -1577.194061
130 6.500000 0.056145 -1598.616702 -1577.056868 -1577.056868
140 7.000000 0.058586 -1599.657360 -1577.160384 -1577.160384
150 7.500000 0.057268 -1599.115528 -1577.124547 -1577.124547
160 8.000000 0.056962 -1598.957477 -1577.083999 -1577.083999
170 8.500000 0.055741 -1598.562891 -1577.158225 -1577.158225
180 9.000000 0.059886 -1600.210427 -1577.214145 -1577.214145
190 9.500000 0.056096 -1598.649686 -1577.108683 -1577.108683
200 10.000000 0.055917 -1598.604620 -1577.132357 -1577.132357
210 10.500000 0.056851 -1598.926367 -1577.095435 -1577.095435
220 11.000000 0.055926 -1598.590989 -1577.115566 -1577.115566
230 11.500000 0.057683 -1599.282804 -1577.132656 -1577.132656
240 12.000000 0.054338 -1598.048607 -1577.182821 -1577.182821
250 12.500000 0.057479 -1599.207584 -1577.135714 -1577.135714
260 13.000000 0.056268 -1598.708662 -1577.101635 -1577.101635
270 13.500000 0.054296 -1597.951238 -1577.101762 -1577.101762
280 14.000000 0.057424 -1599.208014 -1577.157187 -1577.157187
290 14.500000 0.057343 -1599.137285 -1577.117565 -1577.117565
300 15.000000 0.055825 -1598.583715 -1577.146996 -1577.146996
310 15.500000 0.060914 -1600.613206 -1577.222233 -1577.222233
320 16.000000 0.055816 -1598.564658 -1577.131245 -1577.131245
330 16.500000 0.056510 -1598.750260 -1577.050436 -1577.050436
340 17.000000 0.061000 -1600.624749 -1577.200660 -1577.200660
350 17.500000 0.056724 -1598.841645 -1577.059685 -1577.059685
360 18.000000 0.055515 -1598.412384 -1577.094678 -1577.094678
370 18.500000 0.053393 -1597.564784 -1577.061950 -1577.061950
380 19.000000 0.057694 -1599.352657 -1577.198344 -1577.198344
390 19.500000 0.059679 -1600.097522 -1577.180736 -1577.180736
400 20.000000 0.057263 -1599.084348 -1577.095482 -1577.095482
410 20.500000 0.056583 -1598.798775 -1577.070843 -1577.070843
420 21.000000 0.055951 -1598.593135 -1577.107770 -1577.107770
430 21.500000 0.052730 -1597.300029 -1577.051542 -1577.051542
440 22.000000 0.060784 -1600.546558 -1577.205491 -1577.205491
450 22.500000 0.056444 -1598.781808 -1577.107265 -1577.107265
460 23.000000 0.059064 -1599.812714 -1577.132297 -1577.132297
470 23.500000 0.054661 -1598.074567 -1577.084917 -1577.084917
480 24.000000 0.056652 -1598.844276 -1577.089891 -1577.089891
490 24.500000 0.058704 -1599.711598 -1577.169148 -1577.169148
500 25.000000 0.060134 -1600.269651 -1577.178361 -1577.178361
510 25.500000 0.055854 -1598.513446 -1577.065635 -1577.065635
520 26.000000 0.055789 -1598.555376 -1577.132522 -1577.132522
530 26.500000 0.058979 -1599.779021 -1577.131274 -1577.131274
540 27.000000 0.058873 -1599.736993 -1577.129709 -1577.129709
